committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,YE,202301239574897644,23,86583582,1678020,PAC,POLITICAL ACTION COMMITTEE,C00326439,C00326439,HOUSE CONSERVATIVES FUND,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID - BUILDING A NATIONAL KNOWLEDGEABLE SECURITY PAC,,,2022-12-02 00:00:00,-2500.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2023-01-24 03:36:22,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4012320231720252044,ALEXANDRIA,22314,CONTRIBUTIONS,VOID - BUILDING A NATIONAL KNOWLEDGEABLE SECURITY PAC,2022,SB,4012320231720333701,https://docquery.fec.gov/cgi-bin/fecimg/?202301239574897644,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,YE,202301239574897644,23,86577992,1678020,PAC,POLITICAL ACTION COMMITTEE,C00647354,C00647354,BRINGING AMERICA TOGETHER PAC,MD,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-12-01 00:00:00,1000.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2023-01-24 03:36:22,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4012320231720252044,BETHESDA,20824,CONTRIBUTIONS,,2022,SB,4012320231720333700,https://docquery.fec.gov/cgi-bin/fecimg/?202301239574897644,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,YE,202301239574897644,23,86577990,1678020,PAC,POLITICAL ACTION COMMITTEE,C00575894,C00575894,BLUE POWER PAC,NJ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-12-01 00:00:00,2500.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2023-01-24 03:36:22,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4012320231720252044,COLLINGSWOOD,08108,CONTRIBUTIONS,,2022,SB,4012320231720333699,https://docquery.fec.gov/cgi-bin/fecimg/?202301239574897644,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,YE,202301239574897643,23,86577989,1678020,PAC,POLITICAL ACTION COMMITTEE,C00348607,C00348607,IMPACT,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-12-01 00:00:00,2500.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2023-01-24 03:36:22,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4012320231720252044,NEW YORK,10022,CONTRIBUTIONS,,2022,SB,4012320231720333698,https://docquery.fec.gov/cgi-bin/fecimg/?202301239574897643,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,YE,202301239574897643,23,86577987,1678020,PAC,POLITICAL ACTION COMMITTEE,C00538835,C00538835,COMMON GROUND PAC,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-12-01 00:00:00,2500.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2023-01-24 03:36:22,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4012320231720252044,ALEXANDRIA,223012604,CONTRIBUTIONS,,2022,SB,4012320231720333697,https://docquery.fec.gov/cgi-bin/fecimg/?202301239574897643,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,YE,202301239574897643,23,86577935,1678020,PAC,POLITICAL ACTION COMMITTEE,C00571216,C00571216,DEFENDING AMERICAN VALUES EVERYWHERE (DAVE) PAC,VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-12-01 00:00:00,2500.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2023-01-24 03:36:22,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4012320231720252044,ALEXANDRIA,22311,CONTRIBUTIONS,,2022,SB,4012320231720333696,https://docquery.fec.gov/cgi-bin/fecimg/?202301239574897643,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233180,23,86497790,1666410,CCM,CAMPAIGN COMMITTEE,C00767400,C00767400,JEFF JACKSON FOR CONGRESS,NC,JEFF JACKSON FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,VOID - JEFF JACKSON FOR CONGRESS,,,2022-11-09 00:00:00,-1000.00,H,HOUSE,00,H2NC14076,"JACKSON, JEFF",JEFF,JACKSON,,,,,,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,CHARLOTTE,28226,CONTRIBUTIONS,VOID - JEFF JACKSON FOR CONGRESS,2022,SB,4122920221645470279,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233180,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233180,23,86489910,1666410,CCM,CAMPAIGN COMMITTEE,C00226522,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,MA,RICHARD E NEAL FOR CONGRESS COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,4000.00,H,HOUSE,01,H8MA02041,"NEAL, RICHARD E. REP.",RICHARD,NEAL,E.,REP.,,MA,MASSACHUSETTS,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,SPRINGFIELD,01108,CONTRIBUTIONS,,2022,SB,4122920221645470278,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233180,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233180,23,86489906,1666410,CCM,CAMPAIGN COMMITTEE,C00376673,C00376673,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,MD,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,3000.00,H,HOUSE,02,H2MD02160,"RUPPERSBERGER, C.A. DUTCH REP.",C.A.,RUPPERSBERGER,DUTCH,REP.,,MD,MARYLAND,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,LUTHERVILLE,21094,CONTRIBUTIONS,,2022,SB,4122920221645470277,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233180,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233179,23,86489899,1666410,PAC,POLITICAL ACTION COMMITTEE,C00448001,C00448001,DUTCH PAC,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,2500.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,"WASHINGTON,",20004,CONTRIBUTIONS,,2022,SB,4122920221645470276,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233179,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233179,23,86489897,1666410,CCM,CAMPAIGN COMMITTEE,C00559393,C00559393,DAN NEWHOUSE FOR CONGRESS,WA,DAN NEWHOUSE FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,2000.00,H,HOUSE,04,H4WA04104,"NEWHOUSE, DAN REP.",DAN,NEWHOUSE,,REP.,,WA,WASHINGTON,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,YAKIMA,98909,CONTRIBUTIONS,,2022,SB,4122920221645470275,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233179,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233179,23,86489895,1666410,CCM,CAMPAIGN COMMITTEE,C00573980,C00573980,KELLY FOR CONGRESS,MS,KELLY FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,2500.00,H,HOUSE,01,H6MS01131,"KELLY, TRENT REP.",TRENT,KELLY,,REP.,,MS,MISSISSIPPI,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,TUPELO,38801,CONTRIBUTIONS,,2022,SB,4122920221645470274,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233179,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233178,23,86489894,1666410,CCM,CAMPAIGN COMMITTEE,C00706267,C00706267,ASHLEY HINSON FOR CONGRESS,IA,ASHLEY HINSON FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,2000.00,H,HOUSE,01,H0IA01174,"HINSON ARENHOLZ, ASHLEY REP.",ASHLEY,HINSON ARENHOLZ,,REP.,,IA,IOWA,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,MARION,52302,CONTRIBUTIONS,,2022,SB,4122920221645470273,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233178,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233178,23,86489893,1666410,CCM,CAMPAIGN COMMITTEE,C00730895,C00730895,KAT FOR CONGRESS,FL,KAT FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,1000.00,H,HOUSE,03,H0FL03175,"CAMMACK, KAT",KAT,CAMMACK,,,,FL,FLORIDA,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,GAINESVILLE,32606,CONTRIBUTIONS,,2022,SB,4122920221645470272,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233178,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233178,23,86489892,1666410,CCM,CAMPAIGN COMMITTEE,C00670034,C00670034,SHARICE FOR CONGRESS,KS,SHARICE FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,2000.00,H,HOUSE,03,H8KS03155,"DAVIDS, SHARICE REP.",SHARICE,DAVIDS,,REP.,,KS,KANSAS,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,SHAWNEE,66216,CONTRIBUTIONS,,2022,SB,4122920221645470271,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233178,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233177,23,86489891,1666410,CCM,CAMPAIGN COMMITTEE,C00545749,C00545749,EMMER FOR CONGRESS,MN,EMMER FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,3000.00,H,HOUSE,06,H4MN06087,"EMMER, TOM EARL REP. JR.",TOM,EMMER,EARL,REP.,JR.,MN,MINNESOTA,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,ANOKA,55303,CONTRIBUTIONS,,2022,SB,4122920221645470270,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233177,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233177,23,86489888,1666410,PAC,POLITICAL ACTION COMMITTEE,C00650267,C00650267,BUILDING A NATIONAL KNOWLEDGEABLE SECURITY PAC,IN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,2500.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,FORT WAYNE,46858,CONTRIBUTIONS,,2022,SB,4122920221645470269,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233177,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233177,23,86489885,1666410,CCM,CAMPAIGN COMMITTEE,C00577999,C00577999,"JIM BANKS FOR CONGRESS, INC.",IN,"JIM BANKS FOR CONGRESS, INC.",,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-07 00:00:00,2500.00,H,HOUSE,03,H6IN03229,"BANKS, JAMES REP.",JAMES,BANKS,,REP.,,IN,INDIANA,G2022,,GENERAL,2022,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,FORT WAYNE,46858,CONTRIBUTIONS,,2022,SB,4122920221645470268,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233177,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),2022,30G,202212079547233176,23,86481615,1666410,PAC,POLITICAL ACTION COMMITTEE,C00377143,C00377143,BUILD AMERICA PAC,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2022-11-02 00:00:00,5000.00,,,,,,,,,,,,,P,,PRIMARY,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-30 04:06:35,,,,0.00,,,,011,Political Contributions,,,,,,,Q,C,B,F3X,4120720221633442456,WASHINGTON,20002,CONTRIBUTIONS,,2022,SB,4122920221645470267,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547233176,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
